PROGRAM,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Data Item,Domain,Domain Category,Value,CV (%)
CENSUS,2017,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA NON-BEARING,TOTAL,NOT SPECIFIED,"2,288",13.1
CENSUS,2016,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"6,249",9.7
CENSUS,2016,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, ORGANIC - OPERATIONS WITH AREA HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),611,2.6
CENSUS,2016,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, ORGANIC - OPERATIONS WITH SALES",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),611,2.6
CENSUS,2016,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, ORGANIC - PRODUCTION, MEASURED IN CWT",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"1,493,500",13.3
CENSUS,2016,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"241,620,880",13.3
CENSUS,2016,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, ORGANIC - SALES, MEASURED IN CWT",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"1,490,954",13.3
CENSUS,2016,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, ORGANIC, FRESH MARKET - OPERATIONS WITH SALES",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),603,2.8
CENSUS,2016,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, ORGANIC, FRESH MARKET - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"220,637,117",13.2
CENSUS,2016,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, ORGANIC, FRESH MARKET - SALES, MEASURED IN CWT",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"1,261,847",12.7
CENSUS,2016,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, ORGANIC, PROCESSING - OPERATIONS WITH SALES",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),74,5.1
CENSUS,2016,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, ORGANIC, PROCESSING - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"20,983,763",18.5
CENSUS,2016,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, ORGANIC, PROCESSING - SALES, MEASURED IN CWT",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"229,107",20.5
CENSUS,2015,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"4,031",32.4
CENSUS,2015,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, ORGANIC - OPERATIONS WITH AREA HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),603,7.9
CENSUS,2015,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, ORGANIC - OPERATIONS WITH SALES",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),603,7.9
CENSUS,2015,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, ORGANIC - PRODUCTION, MEASURED IN CWT",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"908,293",40.6
CENSUS,2015,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"151,318,410",50.1
CENSUS,2015,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, ORGANIC - SALES, MEASURED IN CWT",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"765,447",46.1
CENSUS,2014,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT),"2,980",38.5
CENSUS,2014,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"2,961",38.7
CENSUS,2014,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA EXEMPT),19,50.1
CENSUS,2014,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, ORGANIC - OPERATIONS WITH AREA HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT),618,9.9
CENSUS,2014,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, ORGANIC - OPERATIONS WITH AREA HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),554,8.9
CENSUS,2014,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, ORGANIC - OPERATIONS WITH AREA HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA EXEMPT),64,31.2
CENSUS,2014,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, ORGANIC - OPERATIONS WITH SALES",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT),610,9.7
CENSUS,2014,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, ORGANIC - OPERATIONS WITH SALES",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),546,8.5
CENSUS,2014,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, ORGANIC - OPERATIONS WITH SALES",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA EXEMPT),64,31.2
CENSUS,2014,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, ORGANIC - OPERATIONS WITH SALES IN CONVENTIONAL MARKETS",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT),18,50.8
CENSUS,2014,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, ORGANIC - OPERATIONS WITH SALES IN CONVENTIONAL MARKETS",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),10,52.7
CENSUS,2014,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, ORGANIC - OPERATIONS WITH SALES IN CONVENTIONAL MARKETS",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA EXEMPT),8,81.9
CENSUS,2014,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, ORGANIC - OPERATIONS WITH SALES IN ORGANIC MARKETS",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT),602,9.2
CENSUS,2014,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, ORGANIC - OPERATIONS WITH SALES IN ORGANIC MARKETS",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),544,8.5
CENSUS,2014,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, ORGANIC - OPERATIONS WITH SALES IN ORGANIC MARKETS",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA EXEMPT),58,28
CENSUS,2014,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, ORGANIC - PRODUCTION, MEASURED IN CWT",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT),"564,709",29.7
CENSUS,2014,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, ORGANIC - PRODUCTION, MEASURED IN CWT",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"563,988",29.7
CENSUS,2014,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, ORGANIC - PRODUCTION, MEASURED IN CWT",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA EXEMPT),722,61.7
CENSUS,2014,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, ORGANIC - SALES IN CONVENTIONAL MARKETS, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT),"29,355",64.6
CENSUS,2014,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, ORGANIC - SALES IN CONVENTIONAL MARKETS, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"11,855",(H)
CENSUS,2014,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, ORGANIC - SALES IN CONVENTIONAL MARKETS, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA EXEMPT),"17,500",92.7
CENSUS,2014,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, ORGANIC - SALES IN CONVENTIONAL MARKETS, MEASURED IN CWT",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT),128,79
CENSUS,2014,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, ORGANIC - SALES IN CONVENTIONAL MARKETS, MEASURED IN CWT",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),79,(H)
CENSUS,2014,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, ORGANIC - SALES IN CONVENTIONAL MARKETS, MEASURED IN CWT",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA EXEMPT),49,93
CENSUS,2014,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, ORGANIC - SALES IN ORGANIC MARKETS, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT),"89,192,772",25.6
CENSUS,2014,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, ORGANIC - SALES IN ORGANIC MARKETS, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"89,083,623",25.6
CENSUS,2014,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, ORGANIC - SALES IN ORGANIC MARKETS, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA EXEMPT),"109,149",56.1
CENSUS,2014,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, ORGANIC - SALES IN ORGANIC MARKETS, MEASURED IN CWT",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT),"557,309",30.2
CENSUS,2014,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, ORGANIC - SALES IN ORGANIC MARKETS, MEASURED IN CWT",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"556,964",30.2
CENSUS,2014,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, ORGANIC - SALES IN ORGANIC MARKETS, MEASURED IN CWT",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA EXEMPT),345,54.6
CENSUS,2014,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT),"89,222,127",25.6
CENSUS,2014,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"89,095,478",25.6
CENSUS,2014,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA EXEMPT),"126,649",57.3
CENSUS,2014,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, ORGANIC - SALES, MEASURED IN CWT",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT),"557,436",30.2
CENSUS,2014,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, ORGANIC - SALES, MEASURED IN CWT",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"557,043",30.2
CENSUS,2014,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, ORGANIC - SALES, MEASURED IN CWT",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA EXEMPT),394,54.9
CENSUS,2012,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,STRAWBERRIES - ACRES GROWN,AREA GROWN,AREA GROWN: (0.1 TO 0.9 ACRES),"1,526",2.9
CENSUS,2012,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,STRAWBERRIES - ACRES GROWN,AREA GROWN,AREA GROWN: (1.0 TO 4.9 ACRES),"4,993",2.3
CENSUS,2012,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,STRAWBERRIES - ACRES GROWN,AREA GROWN,AREA GROWN: (100 OR MORE ACRES),"41,517",5.6
CENSUS,2012,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,STRAWBERRIES - ACRES GROWN,AREA GROWN,AREA GROWN: (15.0 TO 24.9 ACRES),"2,622",7.5
CENSUS,2012,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,STRAWBERRIES - ACRES GROWN,AREA GROWN,AREA GROWN: (25.0 TO 49.9 ACRES),"3,946",4.1
CENSUS,2012,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,STRAWBERRIES - ACRES GROWN,AREA GROWN,AREA GROWN: (5.0 TO 14.9 ACRES),"5,460",5.2
CENSUS,2012,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,STRAWBERRIES - ACRES GROWN,AREA GROWN,AREA GROWN: (50.0 TO 99.9 ACRES),"7,403",5.5
CENSUS,2012,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,STRAWBERRIES - ACRES GROWN,TOTAL,NOT SPECIFIED,"67,467",3.4
CENSUS,2012,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,STRAWBERRIES - ACRES HARVESTED,AREA GROWN,AREA GROWN: (0.1 TO 0.9 ACRES),"1,197",3.1
CENSUS,2012,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,STRAWBERRIES - ACRES HARVESTED,AREA GROWN,AREA GROWN: (1.0 TO 4.9 ACRES),"4,206",2.3
CENSUS,2012,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,STRAWBERRIES - ACRES HARVESTED,AREA GROWN,AREA GROWN: (100 OR MORE ACRES),"39,780",5.6
CENSUS,2012,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,STRAWBERRIES - ACRES HARVESTED,AREA GROWN,AREA GROWN: (15.0 TO 24.9 ACRES),"2,360",7.6
CENSUS,2012,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,STRAWBERRIES - ACRES HARVESTED,AREA GROWN,AREA GROWN: (25.0 TO 49.9 ACRES),"3,778",4.2
CENSUS,2012,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,STRAWBERRIES - ACRES HARVESTED,AREA GROWN,AREA GROWN: (5.0 TO 14.9 ACRES),"4,597",6
CENSUS,2012,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,STRAWBERRIES - ACRES HARVESTED,AREA GROWN,AREA GROWN: (50.0 TO 99.9 ACRES),"7,050",5.8
CENSUS,2012,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,STRAWBERRIES - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"62,968",3.8
CENSUS,2012,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,STRAWBERRIES - ACRES NOT HARVESTED,AREA GROWN,AREA GROWN: (0.1 TO 0.9 ACRES),330,4.6
CENSUS,2012,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,STRAWBERRIES - ACRES NOT HARVESTED,AREA GROWN,AREA GROWN: (1.0 TO 4.9 ACRES),787,4.8
CENSUS,2012,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,STRAWBERRIES - ACRES NOT HARVESTED,AREA GROWN,AREA GROWN: (100 OR MORE ACRES),"1,737",39.6
CENSUS,2012,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,STRAWBERRIES - ACRES NOT HARVESTED,AREA GROWN,AREA GROWN: (15.0 TO 24.9 ACRES),262,19.3
CENSUS,2012,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,STRAWBERRIES - ACRES NOT HARVESTED,AREA GROWN,AREA GROWN: (25.0 TO 49.9 ACRES),169,14.8
CENSUS,2012,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,STRAWBERRIES - ACRES NOT HARVESTED,AREA GROWN,AREA GROWN: (5.0 TO 14.9 ACRES),863,8.1
CENSUS,2012,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,STRAWBERRIES - ACRES NOT HARVESTED,AREA GROWN,AREA GROWN: (50.0 TO 99.9 ACRES),353,15
CENSUS,2012,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,STRAWBERRIES - ACRES NOT HARVESTED,TOTAL,NOT SPECIFIED,"4,500",16
CENSUS,2012,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA GROWN,AREA GROWN,AREA GROWN: (0.1 TO 0.9 ACRES),"6,562",3.5
CENSUS,2012,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA GROWN,AREA GROWN,AREA GROWN: (1.0 TO 4.9 ACRES),"2,601",2.6
CENSUS,2012,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA GROWN,AREA GROWN,AREA GROWN: (100 OR MORE ACRES),157,5.6
CENSUS,2012,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA GROWN,AREA GROWN,AREA GROWN: (15.0 TO 24.9 ACRES),141,7.1
CENSUS,2012,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA GROWN,AREA GROWN,AREA GROWN: (25.0 TO 49.9 ACRES),116,4.3
CENSUS,2012,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA GROWN,AREA GROWN,AREA GROWN: (5.0 TO 14.9 ACRES),707,5
CENSUS,2012,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA GROWN,AREA GROWN,AREA GROWN: (50.0 TO 99.9 ACRES),104,6.2
CENSUS,2012,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA GROWN,TOTAL,NOT SPECIFIED,"10,388",2.9
CENSUS,2012,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA HARVESTED,AREA GROWN,AREA GROWN: (0.1 TO 0.9 ACRES),"5,244",3
CENSUS,2012,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA HARVESTED,AREA GROWN,AREA GROWN: (1.0 TO 4.9 ACRES),"2,395",2.6
CENSUS,2012,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA HARVESTED,AREA GROWN,AREA GROWN: (100 OR MORE ACRES),155,5.7
CENSUS,2012,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA HARVESTED,AREA GROWN,AREA GROWN: (15.0 TO 24.9 ACRES),140,7.5
CENSUS,2012,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA HARVESTED,AREA GROWN,AREA GROWN: (25.0 TO 49.9 ACRES),116,4.3
CENSUS,2012,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA HARVESTED,AREA GROWN,AREA GROWN: (5.0 TO 14.9 ACRES),674,6.2
CENSUS,2012,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA HARVESTED,AREA GROWN,AREA GROWN: (50.0 TO 99.9 ACRES),104,6.2
CENSUS,2012,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA HARVESTED,TOTAL,NOT SPECIFIED,"8,828",2.5
CENSUS,2012,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA NOT HARVESTED,AREA GROWN,AREA GROWN: (0.1 TO 0.9 ACRES),"1,734",5.5
CENSUS,2012,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA NOT HARVESTED,AREA GROWN,AREA GROWN: (1.0 TO 4.9 ACRES),697,4.2
CENSUS,2012,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA NOT HARVESTED,AREA GROWN,AREA GROWN: (100 OR MORE ACRES),18,24.2
CENSUS,2012,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA NOT HARVESTED,AREA GROWN,AREA GROWN: (15.0 TO 24.9 ACRES),37,14.5
CENSUS,2012,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA NOT HARVESTED,AREA GROWN,AREA GROWN: (25.0 TO 49.9 ACRES),21,14.3
CENSUS,2012,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA NOT HARVESTED,AREA GROWN,AREA GROWN: (5.0 TO 14.9 ACRES),238,5.3
CENSUS,2012,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA NOT HARVESTED,AREA GROWN,AREA GROWN: (50.0 TO 99.9 ACRES),19,20
CENSUS,2012,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA NOT HARVESTED,TOTAL,NOT SPECIFIED,"2,764",3.9
CENSUS,2011,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"1,638",
CENSUS,2011,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, ORGANIC - OPERATIONS WITH AREA HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),356,
CENSUS,2011,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, ORGANIC - OPERATIONS WITH SALES",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),347,
CENSUS,2011,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, ORGANIC - OPERATIONS WITH SALES IN CONVENTIONAL MARKETS",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),4,
CENSUS,2011,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, ORGANIC - OPERATIONS WITH SALES IN ORGANIC MARKETS",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),346,
CENSUS,2011,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, ORGANIC - PRODUCTION, MEASURED IN CWT",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"377,887",
CENSUS,2011,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, ORGANIC - SALES IN CONVENTIONAL MARKETS, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"33,457",
CENSUS,2011,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, ORGANIC - SALES IN CONVENTIONAL MARKETS, MEASURED IN CWT",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),175,
