"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"SURVEY","2021","WEEK #19","2021-05-16","STATE","NORTH CAROLINA","37","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - CONDITION, PREVIOUS YEAR, MEASURED IN PCT GOOD","TOTAL","NOT SPECIFIED","65",""
"SURVEY","2021","WEEK #19","2021-05-16","STATE","NORTH CAROLINA","37","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - CONDITION, PREVIOUS YEAR, MEASURED IN PCT POOR","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2021","WEEK #19","2021-05-16","STATE","NORTH CAROLINA","37","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - CONDITION, PREVIOUS YEAR, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2021","WEEK #21","2021-05-30","STATE","NORTH CAROLINA","37","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - CONDITION, MEASURED IN PCT EXCELLENT","TOTAL","NOT SPECIFIED","3",""
"SURVEY","2021","WEEK #21","2021-05-30","STATE","NORTH CAROLINA","37","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - CONDITION, MEASURED IN PCT FAIR","TOTAL","NOT SPECIFIED","36",""
"SURVEY","2021","WEEK #21","2021-05-30","STATE","NORTH CAROLINA","37","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - CONDITION, MEASURED IN PCT GOOD","TOTAL","NOT SPECIFIED","44",""
"SURVEY","2021","WEEK #21","2021-05-30","STATE","NORTH CAROLINA","37","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - CONDITION, MEASURED IN PCT POOR","TOTAL","NOT SPECIFIED","16",""
"SURVEY","2021","WEEK #21","2021-05-30","STATE","NORTH CAROLINA","37","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","1",""
"SURVEY","2021","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - ACRES HARVESTED","TOTAL","NOT SPECIFIED","40,200",""
"SURVEY","2021","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - ACRES PLANTED","TOTAL","NOT SPECIFIED","40,200",""
"SURVEY","2021","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","3,132,279,000",""
"SURVEY","2021","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","25,100,000",""
"SURVEY","2021","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","625",""
"SURVEY","2021","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES, FRESH MARKET - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2021","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES, FRESH MARKET, UTILIZED - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2021","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES, NOT SOLD - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","75,300",""
"SURVEY","2021","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES, PROCESSING - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2021","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES, PROCESSING, UTILIZED - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2021","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES, UTILIZED - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","25,024,700",""
"SURVEY","2021","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - ACRES HARVESTED","TOTAL","NOT SPECIFIED","12,300",""
"SURVEY","2021","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - ACRES PLANTED","TOTAL","NOT SPECIFIED","12,300",""
"SURVEY","2021","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","451,681,000",""
"SURVEY","2021","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","2,830,000",""
"SURVEY","2021","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","230",""
"SURVEY","2021","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES, FRESH MARKET - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2021","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES, FRESH MARKET, UTILIZED - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2021","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES, NOT SOLD - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2021","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES, PROCESSING - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2021","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES, PROCESSING, UTILIZED - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2021","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES, UTILIZED - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","2,830,000",""
"SURVEY","2020","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","93.1",""
"SURVEY","2020","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2020","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES, PROCESSING - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2020","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","139",""
"SURVEY","2020","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2020","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES, PROCESSING - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2020","WEEK #14","2020-04-05","STATE","NORTH CAROLINA","37","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - CONDITION, MEASURED IN PCT EXCELLENT","TOTAL","NOT SPECIFIED","24",""
"SURVEY","2020","WEEK #14","2020-04-05","STATE","NORTH CAROLINA","37","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - CONDITION, MEASURED IN PCT FAIR","TOTAL","NOT SPECIFIED","10",""
"SURVEY","2020","WEEK #14","2020-04-05","STATE","NORTH CAROLINA","37","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - CONDITION, MEASURED IN PCT GOOD","TOTAL","NOT SPECIFIED","66",""
"SURVEY","2020","WEEK #14","2020-04-05","STATE","NORTH CAROLINA","37","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - CONDITION, MEASURED IN PCT POOR","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2020","WEEK #14","2020-04-05","STATE","NORTH CAROLINA","37","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2020","WEEK #16","2020-04-19","STATE","NORTH CAROLINA","37","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - CONDITION, MEASURED IN PCT EXCELLENT","TOTAL","NOT SPECIFIED","27",""
"SURVEY","2020","WEEK #16","2020-04-19","STATE","NORTH CAROLINA","37","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - CONDITION, MEASURED IN PCT FAIR","TOTAL","NOT SPECIFIED","6",""
"SURVEY","2020","WEEK #16","2020-04-19","STATE","NORTH CAROLINA","37","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - CONDITION, MEASURED IN PCT GOOD","TOTAL","NOT SPECIFIED","67",""
"SURVEY","2020","WEEK #16","2020-04-19","STATE","NORTH CAROLINA","37","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - CONDITION, MEASURED IN PCT POOR","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2020","WEEK #16","2020-04-19","STATE","NORTH CAROLINA","37","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2020","WEEK #16","2020-04-19","STATE","NORTH CAROLINA","37","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - CONDITION, PREVIOUS YEAR, MEASURED IN PCT EXCELLENT","TOTAL","NOT SPECIFIED","13",""
"SURVEY","2020","WEEK #16","2020-04-19","STATE","NORTH CAROLINA","37","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - CONDITION, PREVIOUS YEAR, MEASURED IN PCT FAIR","TOTAL","NOT SPECIFIED","22",""
"SURVEY","2020","WEEK #16","2020-04-19","STATE","NORTH CAROLINA","37","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - CONDITION, PREVIOUS YEAR, MEASURED IN PCT GOOD","TOTAL","NOT SPECIFIED","60",""
"SURVEY","2020","WEEK #16","2020-04-19","STATE","NORTH CAROLINA","37","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - CONDITION, PREVIOUS YEAR, MEASURED IN PCT POOR","TOTAL","NOT SPECIFIED","5",""
"SURVEY","2020","WEEK #16","2020-04-19","STATE","NORTH CAROLINA","37","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - CONDITION, PREVIOUS YEAR, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2020","WEEK #18","2020-05-03","STATE","NORTH CAROLINA","37","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - CONDITION, MEASURED IN PCT EXCELLENT","TOTAL","NOT SPECIFIED","26",""
"SURVEY","2020","WEEK #18","2020-05-03","STATE","NORTH CAROLINA","37","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - CONDITION, MEASURED IN PCT FAIR","TOTAL","NOT SPECIFIED","8",""
"SURVEY","2020","WEEK #18","2020-05-03","STATE","NORTH CAROLINA","37","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - CONDITION, MEASURED IN PCT GOOD","TOTAL","NOT SPECIFIED","66",""
"SURVEY","2020","WEEK #18","2020-05-03","STATE","NORTH CAROLINA","37","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - CONDITION, MEASURED IN PCT POOR","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2020","WEEK #18","2020-05-03","STATE","NORTH CAROLINA","37","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2020","WEEK #18","2020-05-03","STATE","NORTH CAROLINA","37","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - CONDITION, PREVIOUS YEAR, MEASURED IN PCT EXCELLENT","TOTAL","NOT SPECIFIED","19",""
"SURVEY","2020","WEEK #18","2020-05-03","STATE","NORTH CAROLINA","37","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - CONDITION, PREVIOUS YEAR, MEASURED IN PCT FAIR","TOTAL","NOT SPECIFIED","18",""
"SURVEY","2020","WEEK #18","2020-05-03","STATE","NORTH CAROLINA","37","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - CONDITION, PREVIOUS YEAR, MEASURED IN PCT GOOD","TOTAL","NOT SPECIFIED","58",""
"SURVEY","2020","WEEK #18","2020-05-03","STATE","NORTH CAROLINA","37","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - CONDITION, PREVIOUS YEAR, MEASURED IN PCT POOR","TOTAL","NOT SPECIFIED","5",""
"SURVEY","2020","WEEK #18","2020-05-03","STATE","NORTH CAROLINA","37","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - CONDITION, PREVIOUS YEAR, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2020","WEEK #20","2020-05-17","STATE","NORTH CAROLINA","37","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - CONDITION, MEASURED IN PCT EXCELLENT","TOTAL","NOT SPECIFIED","26",""
"SURVEY","2020","WEEK #20","2020-05-17","STATE","NORTH CAROLINA","37","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - CONDITION, MEASURED IN PCT FAIR","TOTAL","NOT SPECIFIED","9",""
"SURVEY","2020","WEEK #20","2020-05-17","STATE","NORTH CAROLINA","37","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - CONDITION, MEASURED IN PCT GOOD","TOTAL","NOT SPECIFIED","65",""
"SURVEY","2020","WEEK #20","2020-05-17","STATE","NORTH CAROLINA","37","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - CONDITION, MEASURED IN PCT POOR","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2020","WEEK #20","2020-05-17","STATE","NORTH CAROLINA","37","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2020","WEEK #20","2020-05-17","STATE","NORTH CAROLINA","37","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - CONDITION, PREVIOUS YEAR, MEASURED IN PCT EXCELLENT","TOTAL","NOT SPECIFIED","8",""
"SURVEY","2020","WEEK #20","2020-05-17","STATE","NORTH CAROLINA","37","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - CONDITION, PREVIOUS YEAR, MEASURED IN PCT FAIR","TOTAL","NOT SPECIFIED","28",""
"SURVEY","2020","WEEK #20","2020-05-17","STATE","NORTH CAROLINA","37","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - CONDITION, PREVIOUS YEAR, MEASURED IN PCT GOOD","TOTAL","NOT SPECIFIED","54",""
"SURVEY","2020","WEEK #20","2020-05-17","STATE","NORTH CAROLINA","37","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - CONDITION, PREVIOUS YEAR, MEASURED IN PCT POOR","TOTAL","NOT SPECIFIED","9",""
"SURVEY","2020","WEEK #20","2020-05-17","STATE","NORTH CAROLINA","37","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - CONDITION, PREVIOUS YEAR, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","1",""
"SURVEY","2020","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - ACRES HARVESTED","TOTAL","NOT SPECIFIED","37,600",""
"SURVEY","2020","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - ACRES PLANTED","TOTAL","NOT SPECIFIED","38,000",""
"SURVEY","2020","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","2,267,175,000",""
"SURVEY","2020","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","24,400,000",""
"SURVEY","2020","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","650",""
"SURVEY","2020","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES, FRESH MARKET - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2020","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES, FRESH MARKET, UTILIZED - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2020","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES, NOT SOLD - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","48,800",""
"SURVEY","2020","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES, PROCESSING - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2020","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES, PROCESSING, UTILIZED - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2020","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES, UTILIZED - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","24,351,200",""
"SURVEY","2020","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - ACRES HARVESTED","TOTAL","NOT SPECIFIED","11,700",""
"SURVEY","2020","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - ACRES PLANTED","TOTAL","NOT SPECIFIED","11,700",""
"SURVEY","2020","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","324,584,000",""
"SURVEY","2020","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","2,340,000",""
"SURVEY","2020","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","200",""
"SURVEY","2020","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES, FRESH MARKET - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2020","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES, FRESH MARKET, UTILIZED - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2020","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES, NOT SOLD - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","7,000",""
"SURVEY","2020","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES, PROCESSING - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2020","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES, PROCESSING, UTILIZED - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2020","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES, UTILIZED - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","2,333,000",""
"SURVEY","2019","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","110",""
"SURVEY","2019","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2019","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES, PROCESSING - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2019","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","152",""
"SURVEY","2019","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2019","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES, PROCESSING - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2019","WEEK #13","2019-03-31","STATE","NORTH CAROLINA","37","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - CONDITION, MEASURED IN PCT EXCELLENT","TOTAL","NOT SPECIFIED","10",""
"SURVEY","2019","WEEK #13","2019-03-31","STATE","NORTH CAROLINA","37","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - CONDITION, MEASURED IN PCT FAIR","TOTAL","NOT SPECIFIED","26",""
"SURVEY","2019","WEEK #13","2019-03-31","STATE","NORTH CAROLINA","37","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - CONDITION, MEASURED IN PCT GOOD","TOTAL","NOT SPECIFIED","57",""
"SURVEY","2019","WEEK #13","2019-03-31","STATE","NORTH CAROLINA","37","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - CONDITION, MEASURED IN PCT POOR","TOTAL","NOT SPECIFIED","7",""
"SURVEY","2019","WEEK #13","2019-03-31","STATE","NORTH CAROLINA","37","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2019","WEEK #13","2019-03-31","STATE","NORTH CAROLINA","37","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - CONDITION, PREVIOUS YEAR, MEASURED IN PCT EXCELLENT","TOTAL","NOT SPECIFIED","2",""
"SURVEY","2019","WEEK #13","2019-03-31","STATE","NORTH CAROLINA","37","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - CONDITION, PREVIOUS YEAR, MEASURED IN PCT FAIR","TOTAL","NOT SPECIFIED","22",""
"SURVEY","2019","WEEK #13","2019-03-31","STATE","NORTH CAROLINA","37","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - CONDITION, PREVIOUS YEAR, MEASURED IN PCT GOOD","TOTAL","NOT SPECIFIED","75",""
"SURVEY","2019","WEEK #13","2019-03-31","STATE","NORTH CAROLINA","37","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - CONDITION, PREVIOUS YEAR, MEASURED IN PCT POOR","TOTAL","NOT SPECIFIED","1",""
"SURVEY","2019","WEEK #13","2019-03-31","STATE","NORTH CAROLINA","37","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - CONDITION, PREVIOUS YEAR, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2019","WEEK #16","2019-04-21","STATE","NORTH CAROLINA","37","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - CONDITION, MEASURED IN PCT EXCELLENT","TOTAL","NOT SPECIFIED","13",""
"SURVEY","2019","WEEK #16","2019-04-21","STATE","NORTH CAROLINA","37","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - CONDITION, MEASURED IN PCT FAIR","TOTAL","NOT SPECIFIED","22",""
"SURVEY","2019","WEEK #16","2019-04-21","STATE","NORTH CAROLINA","37","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - CONDITION, MEASURED IN PCT GOOD","TOTAL","NOT SPECIFIED","60",""
"SURVEY","2019","WEEK #16","2019-04-21","STATE","NORTH CAROLINA","37","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - CONDITION, MEASURED IN PCT POOR","TOTAL","NOT SPECIFIED","5",""
"SURVEY","2019","WEEK #16","2019-04-21","STATE","NORTH CAROLINA","37","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2019","WEEK #18","2019-05-05","STATE","NORTH CAROLINA","37","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - CONDITION, MEASURED IN PCT EXCELLENT","TOTAL","NOT SPECIFIED","19",""
"SURVEY","2019","WEEK #18","2019-05-05","STATE","NORTH CAROLINA","37","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - CONDITION, MEASURED IN PCT FAIR","TOTAL","NOT SPECIFIED","18",""
"SURVEY","2019","WEEK #18","2019-05-05","STATE","NORTH CAROLINA","37","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - CONDITION, MEASURED IN PCT GOOD","TOTAL","NOT SPECIFIED","58",""
"SURVEY","2019","WEEK #18","2019-05-05","STATE","NORTH CAROLINA","37","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - CONDITION, MEASURED IN PCT POOR","TOTAL","NOT SPECIFIED","5",""
"SURVEY","2019","WEEK #18","2019-05-05","STATE","NORTH CAROLINA","37","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2019","WEEK #20","2019-05-19","STATE","NORTH CAROLINA","37","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - CONDITION, MEASURED IN PCT EXCELLENT","TOTAL","NOT SPECIFIED","8",""
"SURVEY","2019","WEEK #20","2019-05-19","STATE","NORTH CAROLINA","37","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - CONDITION, MEASURED IN PCT FAIR","TOTAL","NOT SPECIFIED","28",""
